seq_idx	Date	Location	PANGO	Nextstrain	MutationCount	NCount	GapCount
642	20200307	Japan	B.12	19A	3	0	1
643	None	Japan	B.12	19A	3	0	1
644	20200307	Japan	B.12	19A	2	0	1
645	20200308	Japan	B.12	19A	3	0	1
646	20200308	Japan	B.12	19A	3	0	1
647	20200309	Japan	B.12	19A	2	0	1
648	None	Japan	B.12	19A	2	0	1
649	None	Japan	B.12	19A	3	0	1
650	20200309	Japan	B.12	19A	3	0	1
651	None	Japan	B.12	19A	2	0	1
652	20200309	Japan	B.12	19A	2	0	1
653	None	Japan	B.12	19A	3	0	1
654	20200309	Japan	B.12	19A	2	0	1
655	20200310	Japan	B.12	19A	4	0	1
656	20200310	Japan	B.12	19A	2	0	1
657	None	Japan	B.12	19A	5	0	1
658	20200310	Japan	B.12	19A	2	0	1
659	20200213	Japan	B	19A	2	0	1
660	20200217	Japan	B	19A	1	0	1
661	20200225	Japan	B	19A	2	0	13
662	20200311	Japan	B.1	20A	7	0	1
663	20200311	Japan	B.1	20A	6	0	1
664	20200312	Japan	A	19B	5	0	1
665	20200312	Japan	A	19B	5	0	1
666	20200312	Japan	A	19B	5	0	1
667	20200312	Japan	A	19B	6	0	1
668	20200312	Japan	A	19B	5	0	1
669	20200314	Japan	A	19B	8	0	1
670	20200315	Japan	B.6	19A	6	0	1
671	20200312	Japan	B	19A	7	0	1
672	20200217	Japan	B	19A	3	0	1
673	20200223	Japan	B	19A	3	0	1
674	None	Japan	B	19A	3	0	1
675	None	Japan	B	19A	4	0	1
676	None	Japan	B	19A	4	0	1
677	None	Japan	B	19A	3	0	1
678	20200316	Japan	A	19B	5	0	1
679	None	Japan	B.6	19A	7	0	1
680	20200320	Japan	A	19B	5	0	1
681	20200221	Japan	B.12	19A	2	0	1
682	20200225	Japan	B.12	19A	3	0	1
683	20200311	Japan	B.12	19A	3	0	1
684	20200312	Japan	B.12	19A	5	0	1
685	20200312	Japan	B.12	19A	5	0	1
686	20200312	Japan	B.12	19A	4	0	1
687	20200312	Japan	B.12	19A	3	0	1
688	20200312	Japan	B.12	19A	3	0	1
689	20200313	Japan	B.12	19A	3	0	1
690	20200314	Japan	B.12	19A	4	0	1
691	20200315	Japan	B.12	19A	3	0	1
692	20200318	Japan	B.1	20C	7	0	1
693	20200318	Japan	B.1	20C	7	0	1
694	20200319	Japan	B.1	20C	7	0	1
695	None	Japan	B.42	19A	2	0	1
696	20200305	Japan	B	19A	2	0	4
697	20200305	Japan	B	19A	2	0	4
698	20200305	Japan	A	19B	5	0	1
699	20200306	Japan	B.12	19A	2	0	1
700	20200303	Japan	A	19B	6	0	1
701	20200316	Japan	A	19B	5	0	5
702	20200316	Japan	A	19B	4	0	1
703	20200313	Japan	B.1	20A	7	0	1
704	20200313	Japan	B.1	20A	7	0	1
705	20200316	Japan	B.1	20A	9	0	1
706	20200316	Japan	B.1	20A	8	0	1
707	20200316	Japan	B.1	20A	7	0	1
708	20200319	Japan	B.1	20A	6	0	1
709	None	Japan	B	19A	1	0	1
710	20200307	Japan	A	19B	5	0	1
711	20200313	Japan	A	19B	6	0	1
712	20200311	Japan	A	19B	5	0	1
713	20200311	Japan	A	19B	5	0	1
714	None	Japan	A	19B	5	0	1
715	20200311	Japan	A	19B	5	0	1
716	20200318	Japan	A	19B	5	0	1
717	20200319	Japan	A	19B	5	0	1
718	20200319	Japan	A	19B	5	0	1
719	20200320	Japan	B.1	20A	5	0	1
720	20200321	Japan	A	19B	5	0	1
721	20200228	Japan	A	19B	4	0	1
722	20200301	Japan	A	19B	5	0	1
723	20200301	Japan	A	19B	4	0	1
724	20200301	Japan	A	19B	4	0	1
725	20200304	Japan	A	19B	4	0	1
726	20200308	Japan	A	19B	5	0	1
727	20200308	Japan	A	19B	5	0	1
728	None	Japan	A	19B	4	0	1
729	20200309	Japan	A	19B	5	0	1
730	20200309	Japan	A	19B	5	0	1
731	20200311	Japan	A	19B	6	0	1
732	20200312	Japan	A	19B	5	0	1
733	20200315	Japan	A	19B	6	0	1
734	None	Japan	A	19B	4	0	1
735	20200305	Japan	A	19B	6	0	1
736	20200314	Japan	A	19B	5	0	1
737	20200323	Japan	A	19B	6	0	1
738	20200309	Japan	B.1	20A	4	0	1
739	20200309	Japan	B.1	20A	4	0	1
740	20200309	Japan	B.1	20A	4	0	1
741	20200311	Japan	A	19B	7	0	1
742	20200313	Japan	A	19B	5	0	1
743	20200316	Japan	B.1.1.164	20B	8	0	1
744	None	Japan	B.1.610	20A	4	0	1
745	20200318	Japan	B.1.610	20A	4	0	1
746	20200318	Japan	B.1.1	20B	7	0	1
747	20200323	Japan	B.1	20A	6	0	1
748	20200316	Japan	B.1	20A	4	0	1
749	20200317	Japan	B.1	20C	10	0	1
750	20200317	Japan	A.6	19B	9	0	1
751	20200317	Japan	A.6	19B	9	0	1
752	None	Japan	A	19B	5	0	1
753	None	Japan	A	19B	5	0	1
754	None	Japan	A	19B	6	0	1
755	None	Japan	A	19B	5	0	1
756	None	Japan	A	19B	6	0	1
757	None	Japan	A	19B	7	0	1
758	None	Japan	A	19B	8	0	1
759	None	Japan	A	19B	6	0	1
760	None	Japan	A	19B	5	0	1
761	None	Japan	A	19B	6	0	1
762	None	Japan	A	19B	5	0	1
763	None	Japan	A	19B	5	0	1
764	None	Japan	A	19B	5	0	1
765	None	Japan	A	19B	6	0	1
766	None	Japan	A	19B	5	0	1
767	None	Japan	A	19B	5	0	1
768	None	Japan	A	19B	7	0	1
769	None	Japan	A.4	19B	7	0	1
770	None	Japan	A	19B	4	0	1
771	20200319	Japan	A	19B	6	0	1
772	20200319	Japan	A	19B	4	0	1
773	None	Japan	B.12	19A	3	0	4
774	20200323	Japan	B.12	19A	4	0	4
775	20200323	Japan	B.12	19A	4	0	4
776	None	Japan	A	19B	5	0	1
777	20200302	Japan	A.16	19B	5	0	1
778	20200302	Japan	A.16	19B	5	0	1
779	None	Japan	A.16	19B	5	0	1
780	20200320	Japan	A.16	19B	4	0	1
781	20200321	Japan	A.16	19B	5	0	1
782	20200321	Japan	A.16	19B	4	0	1
783	20200321	Japan	A.16	19B	4	0	1
784	20200328	Japan	A	19B	6	0	1
785	20200328	Japan	B.1.1	20B	8	0	1
786	20200325	Japan	B.1	20C	6	0	1
787	20200327	Japan	B.1	20C	6	0	1
788	20200327	Japan	B.1	20C	6	0	1
789	20200327	Japan	B.1	20C	6	0	1
790	20200224	Japan	B.12	19A	2	0	1
791	20200225	Japan	B.12	19A	2	0	1
792	20200312	Japan	B.1	20A	5	0	1
793	20200323	Japan	B.1	20A	7	0	1
794	20200313	Japan	A	19B	5	0	13
795	20200324	Japan	B.1	20A	6	0	1
796	20200327	Japan	B.1	20A	7	0	1
797	20200401	Japan	B.1	20A	6	0	1
798	20200217	Japan	B.5	19A	2	0	1
799	None	Japan	B	19A	1	0	1
800	20200219	Japan	B	19A	3	0	1
801	20200221	Japan	B.5	19A	2	0	1
802	20200222	Japan	B	19A	1	0	1
803	20200305	Japan	A	19B	6	0	1
804	20200320	Japan	B.1	20A	7	0	1
805	20200324	Japan	B.6	19A	7	0	1
806	20200215	Japan	A.16	19B	4	0	1
807	20200221	Japan	A.16	19B	4	0	1
808	20200222	Japan	A.16	19B	5	0	1
809	20200222	Japan	A.16	19B	4	0	1
810	20200225	Japan	A.16	19B	4	0	1
811	20200226	Japan	A.16	19B	4	0	1
812	20200226	Japan	A.16	19B	5	0	1
813	None	Japan	A.16	19B	4	0	1
814	20200301	Japan	A.16	19B	4	0	1
815	20200301	Japan	A.16	19B	4	0	1
816	20200303	Japan	A.16	19B	4	0	1
817	20200303	Japan	A.16	19B	4	0	1
818	20200304	Japan	A.16	19B	4	0	1
819	20200304	Japan	A.16	19B	4	0	1
820	20200304	Japan	A.16	19B	4	0	1
821	20200304	Japan	A.16	19B	4	0	1
822	20200305	Japan	A.16	19B	4	0	1
823	20200305	Japan	A.16	19B	4	0	1
824	20200305	Japan	A.16	19B	4	0	1
825	20200306	Japan	A.16	19B	5	0	1
826	20200306	Japan	A.16	19B	4	0	1
827	20200306	Japan	A.16	19B	4	0	1
828	20200306	Japan	A.16	19B	4	0	1
829	20200328	Japan	A	19B	7	0	1
830	20200325	Japan	A.16	19B	5	0	1
831	20200325	Japan	A.16	19B	5	0	1
832	20200326	Japan	A.16	19B	6	0	1
833	20200327	Japan	A.16	19B	5	0	1
834	20200327	Japan	A.16	19B	5	0	1
835	20200329	Japan	A.16	19B	5	0	1
836	20200329	Japan	A.16	19B	5	0	1
837	20200404	Japan	B.1	20A	6	0	1
838	20200404	Japan	B.1.610	20A	4	0	1
839	20200405	Japan	B.1.1	20B	7	0	1
840	20200312	Japan	A	19B	6	0	1
841	20200313	Japan	A	19B	6	0	1
842	20200313	Japan	A	19B	5	0	1
843	20200319	Japan	B.1	20C	8	0	1
844	20200319	Japan	B.1	20C	8	0	1
845	20200319	Japan	A.16	19B	4	0	1
846	None	Japan	A.16	19B	5	0	1
847	20200321	Japan	A.16	19B	5	0	1
848	20200321	Japan	A.16	19B	4	0	1
849	20200321	Japan	A.16	19B	4	0	1
850	None	Japan	A.16	19B	4	0	1
851	20200321	Japan	A.16	19B	4	0	1
852	20200321	Japan	A.16	19B	4	0	1
853	20200321	Japan	A.16	19B	4	0	1
854	20200319	Japan	A.16	19B	4	0	1
855	None	Japan	A.16	19B	4	0	1
856	20200327	Japan	B.6	19A	7	0	1
857	20200327	Japan	B.1	20A	7	0	1
858	20200327	Japan	B.1	20A	6	0	1
859	20200404	Japan	B.1	20A	7	0	1
860	20200405	Japan	B.1	20A	8	0	1
861	20200330	Japan	B.1	20A	6	0	16
862	20200403	Japan	B.1.610	20A	4	0	1
863	20200330	Japan	B.1.610	20A	4	0	1
864	20200331	Japan	B.1.610	20A	4	0	1
865	20200331	Japan	B.1.610	20A	4	0	1
866	20200401	Japan	B.1.610	20A	4	0	1
867	20200402	Japan	B.1.610	20A	4	0	1
868	None	Japan	B.1	20C	11	0	1
869	None	Japan	B.1.1	20B	8	0	1
870	None	Japan	B.1.610	20A	6	0	1
871	20200401	Japan	B.12	19A	7	0	4
872	20200403	Japan	B.1	20C	6	0	1
873	None	Japan	B.1	20A	8	0	1
874	None	Japan	B.1.610	20A	5	0	1
875	None	Japan	B.1.610	20A	4	0	1
876	None	Japan	B.1	20C	6	0	1
877	None	Japan	B.1	20C	6	0	1
878	None	Japan	B.1.8	20A	5	0	1
879	None	Japan	B.1	20A	8	0	1
880	None	Japan	B.1	20A	6	0	1
881	None	Japan	B.35	19A	8	0	1
882	None	Japan	B.1	20C	6	0	1
883	None	Japan	B.1	20C	6	0	1
884	None	Japan	B.1	20C	6	0	1
885	None	Japan	B.1	20C	6	0	1
886	None	Japan	B.1	20C	6	0	1
887	None	Japan	B.1	20C	6	0	1
888	None	Japan	B.1	20C	6	0	1
889	None	Japan	B.1	20C	6	0	1
890	None	Japan	B.1	20C	6	0	1
891	None	Japan	B.1	20C	6	0	1
892	None	Japan	B.1	20C	6	0	1
893	None	Japan	B.1	20C	6	0	1
894	None	Japan	A	19B	6	0	1
895	None	Japan	A	19B	6	0	1
896	None	Japan	B.3	19A	5	0	1
897	None	Japan	B.1	20A	4	0	1
898	None	Japan	B.1	20A	4	0	1
899	None	Japan	B.59	20B	8	0	1
900	None	Japan	B.1	20A	7	0	1
901	None	Japan	B.1.1	20B	12	0	1
902	None	Japan	B.1.1	20B	9	0	1
903	None	Japan	B.1.1	20B	10	0	1
904	None	Japan	B.1.1	20B	7	0	1
905	None	Japan	B.1.1.171	20A	6	0	1
906	None	Japan	B.1.1	20B	6	0	1
907	None	Japan	A	19B	4	0	1
908	None	Japan	B.12	19A	4	0	4
909	None	Japan	B.12	19A	5	0	4
910	None	Japan	B.12	19A	4	0	4
911	None	Japan	B.12	19A	6	0	4
912	None	Japan	B.1	20C	7	0	1
913	None	Japan	B.1.1	20B	7	0	1
914	None	Japan	B.1	20C	6	0	1
915	None	Japan	B.12	19A	6	0	4
916	None	Japan	B.1	20C	7	0	1
917	None	Japan	B.12	19A	3	0	4
918	None	Japan	B.12	19A	3	0	4
919	None	Japan	B.12	19A	4	0	4
920	None	Japan	B.12	19A	3	0	4
921	None	Japan	B.12	19A	7	0	4
922	None	Japan	B.12	19A	5	0	4
923	None	Japan	B.12	19A	3	0	4
924	None	Japan	B.12	19A	3	0	4
925	None	Japan	B.12	19A	5	0	4
926	None	Japan	B.12	19A	4	0	4
927	None	Japan	B.12	19A	7	0	4
928	None	Japan	B.12	19A	6	0	4
929	None	Japan	B.12	19A	4	0	4
930	None	Japan	B.12	19A	3	0	4
931	None	Japan	B.12	19A	4	0	4
932	None	Japan	B.12	19A	5	0	4
933	None	Japan	B.12	19A	4	0	4
934	None	Japan	A.1	19B	8	0	1
935	None	Japan	B.1.610	20A	6	0	1
936	None	Japan	B.12	19A	6	0	4
937	None	Japan	B.12	19A	6	0	4
938	None	Japan	B.12	19A	4	0	4
939	None	Japan	B.12	19A	5	0	4
940	None	Japan	B.12	19A	5	0	4
941	None	Japan	B.12	19A	11	0	4
942	None	Japan	B.12	19A	6	0	4
943	None	Japan	B.12	19A	4	0	4
944	None	Japan	A.2	19B	9	0	1
945	None	Japan	B.1	20A	7	0	1
946	None	Japan	B.1	20A	7	0	1
947	None	Japan	B.1	20A	8	0	1
948	None	Japan	B.1.1.174	20B	9	0	1
949	None	Japan	B.1	20C	7	0	1
950	None	Japan	A	19B	5	0	1
951	None	Japan	B.1.1.33	20B	9	0	1
952	None	Japan	B.1.1	20B	10	0	1
953	None	Japan	A	19B	4	0	1
954	None	Japan	B.1.1	20B	6	0	1
955	None	Japan	B.1.1	20B	6	0	1
956	None	Japan	B.1	20A	6	0	1
957	None	Japan	B.1	20A	6	0	1
958	None	Japan	B.1.1	20B	6	0	1
959	None	Japan	B.1.264	20C	10	0	1
960	None	Japan	B.1.1	20B	7	0	1
961	None	Japan	B.1.595	20C	8	0	1
962	None	Japan	B.1	20A	6	0	1
963	None	Japan	B.1.439	20A	6	0	1
964	None	Japan	B.12	19A	4	0	4
965	None	Japan	B.1.1	20B	7	0	1
966	None	Japan	B.1	20A	7	0	1
967	None	Japan	B.40	19A	6	0	1
968	None	Japan	B.1.1.28	20B	7	0	1
969	None	Japan	B.12	19A	4	0	4
970	None	Japan	B.1.1	20B	9	0	1
971	None	Japan	B.1.1	20B	8	0	1
972	None	Japan	B.1.1	20B	6	0	1
973	None	Japan	B.1.1	20B	7	0	1
974	None	Japan	B.1	20A	7	0	1
975	None	Japan	B.1.1	20B	7	0	1
976	None	Japan	B.1.1	20B	7	0	1
977	None	Japan	B.1.1	20B	7	0	1
978	None	Japan	B.1.1	20B	6	0	1
979	None	Japan	B.1.1	20B	6	0	1
980	None	Japan	B.1.1	20B	6	0	1
981	None	Japan	B.1.1	20B	6	0	1
982	None	Japan	B.1.1	20B	7	0	1
983	None	Japan	B.1.1	20B	7	0	1
984	None	Japan	B.1.1	20B	8	0	1
985	None	Japan	B.1.1	20B	7	0	1
986	None	Japan	B.1.1	20B	7	0	1
987	None	Japan	B.1.1	20B	9	0	1
988	None	Japan	B.1.1	20B	8	0	1
989	None	Japan	B.1.264	20C	10	0	1
990	None	Japan	A	19B	7	0	1
991	None	Japan	A.2	19B	9	0	49
992	None	Japan	B.1	20C	5	0	1
993	None	Japan	B.1	20A	5	0	1
994	None	Japan	A.2	19B	9	0	1
995	None	Japan	B.1	20C	8	0	1
996	None	Japan	B.12	19A	4	0	1
997	None	Japan	B.12	19A	4	0	1
998	None	Japan	B.1.610	20A	4	0	1
999	None	Japan	B.12	19A	5	0	1
1000	None	Japan	B.12	19A	5	0	1
1001	None	Japan	B.1	20C	8	0	1
1002	None	Japan	B.12	19A	4	0	1
1003	None	Japan	B.12	19A	4	0	1
1004	None	Japan	B.12	19A	5	0	1
1005	None	Japan	B.12	19A	6	0	1
1006	None	Japan	A	19B	5	0	1
1007	None	Japan	B.12	19A	6	0	1
1008	None	Japan	B.1	20C	6	0	1
1009	None	Japan	B.1	20C	6	0	1
1010	None	Japan	B.1	20C	6	0	1
1011	None	Japan	B.1	20C	6	0	1
1012	None	Japan	B.1	20C	6	0	1
1013	None	Japan	A	19B	4	0	1
1014	None	Japan	B.1.610	20A	4	0	1
1015	None	Japan	B.1	20C	7	0	1
1016	None	Japan	B.1	20C	9	0	1
1017	None	Japan	A	19B	5	0	1
1018	None	Japan	B.1.610	20A	4	0	1
1019	None	Japan	B.1.610	20A	4	0	1
1020	None	Japan	A	19B	5	0	1
1021	None	Japan	A	19B	6	0	1
1022	None	Japan	B.1	20A	7	0	1
1023	None	Japan	B.1	20A	7	0	1
1024	None	Japan	B.1	20A	7	0	1
1025	None	Japan	B.1	20A	9	0	1
1026	None	Japan	B.1	20A	8	0	1
1027	None	Japan	B.1	20A	5	0	1
1028	None	Japan	B	19A	3	0	1
1029	None	Japan	B.38	19A	5	0	1
1030	None	Japan	B.1	20C	7	0	1
1031	None	Japan	B.1.1	20B	7	0	1
1032	None	Japan	B.1	20A	3	0	1
1033	None	Japan	B.1	20A	3	0	1
1034	None	Japan	B.1	20A	3	0	1
1035	None	Japan	A.2	19B	9	0	1
1036	None	Japan	B.1	20C	6	0	1
1037	None	Japan	B.1	20A	6	0	1
1038	None	Japan	A	19B	7	0	1
1039	None	Japan	B.1	20A	3	0	1
1040	None	Japan	B.1.610	20A	4	0	1
1041	None	Japan	B.1.1	20B	7	0	1
1042	None	Japan	B.1.1	20B	7	0	1
1043	None	Japan	B.1.1	20B	7	0	1
1044	None	Japan	B.1.1	20B	8	0	1
1045	None	Japan	B.1.1	20B	6	0	1
1046	None	Japan	B.1	20A	6	0	1
1047	None	Japan	B.1.1	20B	8	0	1
1048	None	Japan	B.1.1	20B	7	0	1
1049	None	Japan	B.1.1	20B	8	0	1
1050	None	Japan	B.1.1	20B	8	0	1
1051	None	Japan	B.1.1	20B	8	0	1
1052	None	Japan	B.1.1	20B	8	0	1
1053	None	Japan	B.1.1	20B	8	0	1
1054	None	Japan	B.1.1	20B	8	0	1
1055	None	Japan	B.1.1	20B	10	0	1
1056	None	Japan	B.1.1	20B	8	0	1
1057	None	Japan	B.1.1	20B	9	0	1
1058	None	Japan	B.1.1	20B	10	0	1
1059	None	Japan	B.1.1	20B	7	0	1
1060	None	Japan	B.1.1	20B	8	0	1
1061	None	Japan	B.1.1	20B	7	0	1
1062	None	Japan	B.1	20A	3	0	1
1063	None	Japan	B	19A	3	0	1
1064	None	Japan	B.1.1.28	20B	8	0	1
1065	None	Japan	B.1	20A	8	0	1
1066	None	Japan	A.6	19B	10	0	1
1067	None	Japan	B.1.83	20A	9	0	1
1068	None	Japan	B.1	20A	10	0	1
1069	None	Japan	B.1	20A	7	0	1
1070	None	Japan	A	19B	5	0	1
1071	None	Japan	B.1	20A	5	0	1
1072	None	Japan	A	19B	5	0	1
1073	None	Japan	A	19B	5	0	1
1074	None	Japan	B.1	20A	5	0	1
1075	None	Japan	A	19B	7	0	1
1076	None	Japan	B.1.1.71	20B	7	0	1
1077	None	Japan	B.6	19A	5	0	1
1078	None	Japan	B.1.482	20A	9	0	1
1079	None	Japan	B.1	20C	6	0	1
1080	None	Japan	B.1.610	20A	4	0	1
1081	None	Japan	B.1.482	20A	9	0	1
1082	None	Japan	B.1	20C	7	0	1
1083	None	Japan	B.1	20A	5	0	1
1084	None	Japan	B.1	20C	6	0	1
1085	None	Japan	B.1.610	20A	4	0	1
1086	None	Japan	B.1.610	20A	4	0	1
1087	None	Japan	B.1.610	20A	4	0	1
1088	None	Japan	B.1	20A	7	0	1
1089	None	Japan	B.1	20C	7	0	1
1090	None	Japan	B.1.610	20A	4	0	1
1091	None	Japan	B.1.610	20A	4	0	1
1092	None	Japan	B.1.610	20A	4	0	1
1093	None	Japan	B.1.610	20A	6	0	1
1094	None	Japan	B.1.610	20A	4	0	1
1095	None	Japan	B.1.610	20A	5	0	1
1096	None	Japan	B.1.610	20A	5	0	1
1097	None	Japan	B.1.610	20A	4	0	1
1098	None	Japan	B.1.610	20A	5	0	1
1099	None	Japan	B.1.610	20A	4	0	1
1100	None	Japan	B.1.610	20A	5	0	1
1101	None	Japan	B.1	20A	6	0	1
1102	None	Japan	B.1.610	20A	4	0	1
1103	None	Japan	B.1.610	20A	6	0	1
1104	None	Japan	B.1	20A	5	0	1
1105	None	Japan	B.1.610	20A	4	0	1
1106	None	Japan	B.1.610	20A	4	0	1
1107	None	Japan	B.1	20A	5	0	1
1108	None	Japan	B.1.610	20A	5	0	1
1109	None	Japan	B.1.610	20A	4	0	1
1110	None	Japan	B.1	20A	10	0	1
1111	None	Japan	B.1.610	20A	4	0	1
1112	None	Japan	B.1	20A	10	0	1
1113	None	Japan	B.1	20A	10	0	1
1114	None	Japan	B.1	20A	10	0	1
1115	None	Japan	B.1	20A	6	0	1
1116	None	Japan	B.1	20A	10	0	1
1117	None	Japan	B.1.610	20A	4	0	1
1118	None	Japan	B.1.1	20B	6	0	1
1119	None	Japan	B.1.610	20A	4	0	1
1120	None	Japan	B.1.610	20A	4	0	1
1121	None	Japan	B.1.610	20A	4	0	1
1122	None	Japan	B.1	20A	10	0	1
1123	None	Japan	B.1	20A	11	0	1
1124	None	Japan	B.1	20A	12	0	1
1125	None	Japan	B.1	20A	10	0	1
1126	None	Japan	B.1	20A	12	0	1
1127	None	Japan	B.1	20A	10	0	1
1128	None	Japan	B.1.610	20A	4	0	28
1129	None	Japan	B.1	20A	11	0	1
1130	None	Japan	B.1	20A	10	0	1
1131	None	Japan	B.1.610	20A	4	0	1
1132	None	Japan	A.16	19B	4	0	1
1133	None	Japan	A.16	19B	4	0	1
1134	None	Japan	B.6	19A	6	0	1
1135	None	Japan	B.1.1	20B	6	0	1
1136	None	Japan	B.12	19A	3	0	1
1137	None	Japan	B.1	20A	5	0	1
1138	None	Japan	B.1	20C	7	0	1
1139	None	Japan	B.1.220	20A	7	0	1
1140	None	Japan	B.1	20C	5	0	1
1141	None	Japan	B.1.1	20B	8	0	1
1142	None	Japan	B.1.332	20C	8	0	1
1143	None	Japan	B.1	20A	6	0	1
1144	None	Japan	B.1	20A	6	0	1
1145	None	Japan	B.1	20C	6	0	1
1146	None	Japan	B.1.610	20A	4	0	1
1147	None	Japan	B.1.610	20A	4	0	1
1148	None	Japan	B.1.610	20A	4	0	1
1149	None	Japan	B.1.610	20A	5	0	1
1150	None	Japan	B.1.610	20A	5	0	1
1151	None	Japan	B.1.1.28	20B	8	0	1
1152	None	Japan	B.1.1	20B	7	0	1
1153	None	Japan	B.59	20B	12	0	1
1154	None	Japan	B.1.1	20B	7	0	1
1155	None	Japan	B.1.1	20B	7	0	1
1156	None	Japan	B.1.1	20B	7	0	1
1157	None	Japan	B.1	20A	5	0	1
1158	None	Japan	B.1.1.1	20D	22	0	1
1159	None	Japan	B.1.1.1	20D	22	0	1
1160	None	Japan	B.1.1.1	20D	22	0	1
1161	None	Japan	B.1.1.1	20D	22	0	1
1162	None	Japan	B.1.1.1	20D	22	0	1
1163	None	Japan	B.1.1.1	20D	22	0	1
1164	None	Japan	B.1.1.1	20D	22	0	1
1165	None	Japan	B.1.1.1	20D	23	0	1
1166	None	Japan	B.12	19A	4	0	4
1167	None	Japan	A	19B	6	0	1
1168	None	Japan	A.2	19B	9	0	1
1169	None	Japan	B.1.1	20B	6	0	1
1170	None	Japan	B.1.610	20A	4	0	1
1171	None	Japan	B.1.1	20B	7	0	1
1172	None	Japan	B.1.610	20A	4	0	1
1173	None	Japan	B.1.1	20B	7	0	1
1174	None	Japan	B.1.1	20B	7	0	1
1175	None	Japan	B.1	20A	11	0	1
1176	None	Japan	B.1	20A	10	0	1
1177	None	Japan	B.1.1.1	20D	23	0	1
1178	None	Japan	B.1.1.1	20D	23	0	1
1179	None	Japan	B.1.210	20A	10	0	1
1180	None	Japan	B.1.1.1	20D	17	0	1
1181	None	Japan	B.1.22	20A	10	0	1
1182	None	Japan	B.1	20C	6	0	1
1183	None	Japan	B.1.1.1	20D	22	0	1
1184	None	Japan	B.1.1.1	20D	24	0	1
1185	None	Japan	B.1.1.1	20D	23	0	1
1186	None	Japan	B.1.1.1	20D	22	0	1
1187	None	Japan	B.1.1.1	20D	23	0	1
1188	None	Japan	B.1.1.1	20D	23	0	1
1189	None	Japan	B.1.1.1	20D	23	0	1
1190	None	Japan	B.1.1.1	20D	22	0	1
1191	None	Japan	B.1.1.1	20D	23	0	1
1192	None	Japan	B.1.1.1	20D	22	0	1
1193	None	Japan	B.1.1.1	20D	23	0	1
1194	None	Japan	B.1.1.1	20D	22	0	1
1195	None	Japan	B.1.1.1	20D	22	0	1
1196	None	Japan	B.1.1.1	20D	24	0	1
1197	None	Japan	B.1.1.1	20D	22	0	1
1198	None	Japan	B.1.1.1	20D	22	0	1
1199	None	Japan	B.1.1.1	20D	22	0	1
1200	None	Japan	B.1.1.1	20D	23	0	1
1201	None	Japan	B.1.1.1	20D	23	0	1
1202	20200329	Japan	B.1	20A	8	0	1
1203	20200311	Japan	B.1	20A	3	0	1
1204	20200311	Japan	B.1	20A	3	0	1
1205	20200220	Japan	B.5	19A	1	0	1
1206	None	Japan	B.1.1	20B	9	0	1
1207	None	Japan	B.1.1	20B	9	0	1
1208	None	Japan	B.1.1	20B	9	0	1
1209	None	Japan	A	19B	4	0	1
1210	None	Japan	B.12	19A	5	0	1
1211	None	Japan	B.12	19A	4	0	4
1212	None	Japan	B.12	19A	5	0	1
1213	None	Japan	B.12	19A	4	0	4
1214	None	Japan	B.12	19A	4	0	1
1215	None	Japan	B.12	19A	3	0	4
1216	None	Japan	B.12	19A	5	0	1
1217	None	Japan	B.12	19A	4	0	4
1218	None	Japan	B.12	19A	5	0	1
1219	None	Japan	B.12	19A	4	0	4
1220	None	Japan	B.12	19A	7	0	1
1221	None	Japan	B.12	19A	6	0	4
1222	None	Japan	B.1	20A	7	0	1
1223	None	Japan	B	19A	3	0	1
1224	None	Japan	B.1.1	20B	6	0	1
1225	None	Japan	B	19A	1	0	1
1226	None	Japan	B	19A	3	0	1
1227	None	Japan	A	19B	4	0	1
1228	20200129	Japan	A	19B	5	0	1
1229	20200131	Japan	A	19B	4	0	1
1230	20200131	Japan	A	19B	4	0	1
1231	20200201	Japan	A	19B	5	0	1
1232	20200126	China	B	19A	3	0	1
1233	20200127	China	B	19A	3	0	1
1234	20200119	China	B	19A	0	0	1
1235	20200123	China	B	19A	2	0	1
1236	20200124	China	B	19A	5	0	1
1237	20200124	China	B	19A	0	0	1
1238	20200111	China	B	19A	1	0	1
1239	20200108	China	B	19A	5	0	1
1240	20200122	China	A	19B	2	0	1
1241	20200203	China	B	19A	1	0	1
1242	20200722	China	B.1.1.317	20B	13	0	1
1243	20200722	China	B.1.1.317	20B	13	0	1
1244	20200722	China	B.1.1.317	20B	13	0	1
1245	20200722	China	B.1.1.317	20B	13	0	1
1246	20200124	China	B	19A	4	0	1
1247	20200125	China	B	19A	4	0	1
1248	20200128	China	B	19A	4	0	1
1249	20200201	China	A	19B	2	0	1
1250	20200323	China	B.1	20C	5	0	1
1251	20200121	China	B	19B	4	0	1
1252	20200127	China	A	19B	2	0	1
1253	20200129	China	B.4	19A	5	0	1
1254	20200129	China	A	19B	4	0	1
1255	20200129	China	B.4	19A	4	0	1
1256	20200130	China	A	19B	5	0	1
1257	20200226	China	A	19B	2	0	1
1258	20200127	China	B	19A	1	0	1
1259	20200111	China	B	19A	1	0	1
1260	20200924	China	B.1.1	20B	13	0	4
1261	20200924	China	B.1.1	20B	12	0	4
1262	20200119	China	B.4	19A	6	0	1
1263	20200123	China	B	19B	5	0	1
1264	20200126	China	B	19B	3	0	1
1265	20200124	China	B	19B	3	0	1
1266	20200125	China	B	19B	3	0	1
